id,year,platform,publisher,genre,na_sales,eu_sales,jp_sales,ot_sales,gb_sales
4240,2003,14,2,1,0.36,0.08,0,0.02,0.46
4241,2010,1,32,6,0.43,0,0,0.03,0.46
4242,1995,13,4,8,0.25,0.17,0,0.03,0.46
4243,2007,1,32,9,0.39,0.02,0.01,0.04,0.46
4244,2011,6,29,7,0.2,0.16,0.03,0.07,0.46
4245,2011,6,4,6,0,0.35,0,0.1,0.46
4246,2015,23,132,6,0.13,0.1,0.15,0.07,0.46
4247,2009,6,26,4,0,0,0.45,0,0.45
4248,2014,18,17,9,0.26,0.15,0,0.04,0.45
4249,2009,17,116,9,0.03,0.03,0.38,0.02,0.45
4250,2005,9,29,2,0.33,0.12,0,0.01,0.45
4251,2013,23,26,4,0.15,0.13,0.09,0.08,0.45
4252,1999,13,11,7,0.25,0.17,0,0.03,0.45
4253,2014,10,20,9,0.21,0.21,0,0.04,0.45
4254,2007,1,5,11,0.42,0,0,0.03,0.45
4255,1996,8,15,1,0,0,0.45,0,0.45
4256,2014,11,174,11,0.12,0.25,0.01,0.08,0.45
4257,2005,7,15,1,0,0,0.45,0,0.45
4258,2003,19,11,9,0.34,0.09,0.02,0.01,0.45
4259,2008,1,24,2,0.36,0.06,0,0.03,0.45
4260,2004,14,8,3,0.34,0.1,0,0.02,0.45
4261,1995,8,175,1,0,0,0.45,0,0.45
4262,2007,4,35,5,0.42,0,0,0.03,0.45
4263,2002,19,53,4,0.23,0.06,0.16,0.01,0.45
4264,2012,4,5,6,0.03,0.37,0,0.05,0.45
4265,2002,7,176,9,0.22,0.17,0,0.06,0.45
4266,2012,23,4,7,0.21,0.16,0.02,0.07,0.45
4267,2012,1,3,1,0.39,0.03,0,0.03,0.45
4268,2011,10,116,10,0.13,0.21,0.07,0.03,0.45
4269,2008,4,6,6,0.41,0.01,0,0.03,0.45
4270,2006,7,8,1,0.38,0.01,0,0.06,0.45
4271,2014,15,6,9,0.14,0.26,0,0.05,0.45
4272,2008,1,15,6,0.42,0,0,0.03,0.45
4273,2011,5,3,1,0.4,0.03,0,0.03,0.45
4274,2008,5,5,7,0.3,0.11,0,0.04,0.45
4275,1985,16,5,5,0.42,0.03,0,0,0.45
4276,1998,13,43,1,0.25,0.17,0,0.03,0.45
4277,2005,7,40,7,0.22,0.17,0,0.06,0.45
4278,1998,13,26,1,0,0,0.42,0.03,0.45
4279,2007,5,9,3,0.12,0.28,0,0.05,0.45
4280,2004,7,8,1,0.22,0.17,0,0.06,0.45
4281,2008,5,40,10,0.26,0.15,0,0.04,0.45
4282,2003,14,5,7,0.34,0.1,0,0.02,0.45
4283,2007,1,18,12,0.39,0.02,0,0.03,0.45
4284,1981,16,11,8,0.42,0.02,0,0,0.45
4285,2010,6,5,9,0.26,0.13,0,0.06,0.45
4286,2011,5,20,7,0.3,0.11,0.01,0.04,0.45
4287,2007,4,6,6,0.41,0.01,0,0.03,0.45
4288,2016,11,8,7,0.17,0.21,0,0.07,0.45
4289,2009,1,32,6,0.42,0,0,0.03,0.45
4290,2015,6,15,1,0.08,0.18,0.15,0.05,0.45
4291,1998,13,5,9,0.25,0.17,0,0.03,0.45
4292,2009,4,5,9,0.27,0.14,0,0.04,0.45
4293,2009,1,15,1,0.09,0.26,0.05,0.05,0.45
4294,2004,9,15,6,0.32,0.12,0,0.01,0.45
4295,2009,6,4,6,0.11,0.26,0,0.08,0.45
4296,2013,23,26,4,0,0,0.45,0,0.45
4297,2009,1,1,9,0.1,0.02,0.32,0.01,0.45
4298,2001,7,15,1,0,0,0.45,0,0.45
4299,2015,11,26,9,0.08,0.22,0.1,0.05,0.45
4300,2003,7,29,9,0.22,0.17,0,0.06,0.45
4301,1993,8,152,10,0,0,0.45,0,0.45
4302,1998,12,14,9,0.36,0.08,0,0.01,0.45
4303,2000,12,1,5,0.36,0.08,0,0.01,0.45
4304,2008,6,11,4,0.19,0.13,0.07,0.06,0.45
4305,2009,1,15,8,0.26,0.14,0,0.04,0.45
4306,2014,10,8,1,0.09,0.33,0,0.03,0.45
4307,2007,1,6,8,0.41,0.01,0,0.03,0.45
4308,2007,4,5,9,0.41,0,0,0.03,0.45
4309,2001,9,53,10,0.32,0.12,0,0.01,0.45
4310,2006,7,49,4,0.22,0.03,0,0.2,0.45
4311,1995,13,72,4,0,0,0.42,0.03,0.45
4312,2009,4,5,6,0.21,0.19,0,0.05,0.45
4313,2012,5,26,10,0.26,0.14,0.01,0.04,0.45
4314,2004,9,29,3,0.32,0.12,0,0.01,0.45
4315,2008,5,9,9,0.16,0.24,0,0.05,0.45
4316,1995,13,26,9,0,0,0.42,0.03,0.45
4317,2009,7,4,6,0,0.06,0,0.39,0.45
4318,2010,17,4,7,0.17,0.13,0.06,0.08,0.45
4319,1999,13,55,4,0,0,0.42,0.03,0.45
4320,2008,7,32,6,0.09,0.02,0,0.34,0.45
4321,2009,5,8,1,0.4,0.02,0,0.03,0.45
4322,2004,7,49,9,0.04,0.03,0.36,0.01,0.45
4323,2007,6,5,1,0.36,0.05,0,0.05,0.45
4324,1994,13,4,1,0.25,0.17,0,0.03,0.45
4325,2005,14,29,10,0.34,0.1,0,0.02,0.45
4326,2010,5,12,1,0.38,0.04,0,0.03,0.45
4327,2007,17,29,12,0.04,0.26,0,0.14,0.45
4328,2004,19,8,1,0.35,0.09,0,0.01,0.45
4329,1987,16,11,7,0.42,0.02,0,0,0.45
4330,2004,19,29,10,0.35,0.09,0,0.01,0.45
4331,2005,4,17,9,0.13,0,0.31,0.01,0.45
4332,2003,14,31,3,0.36,0.07,0,0.01,0.45
4333,2000,13,22,3,0.25,0.17,0,0.03,0.45
4334,2002,7,8,3,0.22,0.17,0,0.06,0.45
4335,1996,13,15,4,0.14,0.09,0.19,0.03,0.45
4336,2015,20,1,1,0.13,0.16,0.13,0.03,0.45
4337,2008,1,8,1,0.18,0.22,0,0.05,0.45
4338,1981,16,136,9,0.42,0.03,0,0,0.45
4339,2004,7,29,9,0.22,0.17,0,0.06,0.45
4340,2004,9,1,1,0.32,0.12,0,0.01,0.45
4341,2008,17,24,2,0.11,0.22,0,0.12,0.45
4342,2009,1,15,6,0.24,0.16,0,0.04,0.45
4343,2009,4,12,8,0.42,0,0,0.03,0.45
4344,2013,18,6,6,0.3,0.11,0,0.04,0.45
4345,2004,7,15,6,0.22,0.17,0,0.06,0.44
4346,2013,6,12,7,0.21,0.15,0,0.08,0.44
4347,2006,7,130,1,0.37,0.01,0,0.06,0.44
4348,2005,7,4,6,0.37,0.01,0,0.06,0.44
4349,2005,14,15,1,0.06,0.33,0.02,0.03,0.44
4350,1999,12,8,1,0.42,0.02,0,0,0.44
4351,2004,7,15,9,0.22,0.17,0,0.06,0.44
4352, Camera, Pants!,2005,7,0.37,0.01,0,0.06,0.44
4353,2015,5,32,9,0.19,0.21,0,0.04,0.44
4354,2009,4,20,5,0.3,0.11,0,0.04,0.44
4355,2002,7,24,11,0.22,0.17,0,0.06,0.44
4356,2015,20,32,9,0.2,0.21,0,0.04,0.44
4357,2004,7,5,9,0.22,0.17,0,0.06,0.44
4358,2005,14,5,4,0.3,0.12,0,0.02,0.44
4359,2009,1,26,6,0.41,0,0,0.03,0.44
4360,2012,5,5,9,0.28,0.13,0,0.04,0.44
4361,2013,6,42,9,0.14,0.2,0.03,0.08,0.44
4362,2004,4,8,8,0.4,0.01,0.02,0,0.44
4363,2003,7,8,9,0.22,0.17,0,0.06,0.44
4364,2006,14,8,9,0.33,0.1,0,0.02,0.44
4365,2013,5,13,9,0.26,0.13,0.01,0.04,0.44
4366,2016,18,8,7,0.26,0.15,0,0.04,0.44
4367,1996,13,26,1,0,0,0.41,0.03,0.44
4368,2002,14,8,1,0.35,0.08,0,0.01,0.44
4369,2005,7,8,7,0.37,0.01,0,0.06,0.44
4370,2009,1,32,9,0.19,0.2,0,0.05,0.44
4371,2009,1,59,9,0.25,0.15,0,0.04,0.44
4372,2005,14,24,9,0.33,0.1,0,0.02,0.44
4373,2003,9,1,2,0,0,0.43,0.01,0.44
4374,1997,13,30,7,0.25,0.17,0,0.03,0.44
4375,2011,5,8,3,0.18,0.22,0,0.04,0.44
4376,1999,13,10,3,0.07,0.05,0.3,0.03,0.44
4377,2012,6,49,9,0.19,0.1,0.11,0.05,0.44
4378,2011,5,6,7,0.28,0.12,0,0.04,0.44
4379,2006,14,18,9,0.33,0.1,0,0.02,0.44
4380,2008,1,6,6,0.1,0.29,0,0.05,0.44
4381,2007,4,6,6,0.4,0.01,0,0.03,0.44
4382,2007,5,3,7,0.36,0.04,0.01,0.04,0.44
4383,2005,7,26,7,0,0,0.44,0,0.44
4384,2000,13,26,5,0.25,0.17,0,0.03,0.44
4385,1996,13,111,4,0.25,0.17,0,0.03,0.44
4386,1996,8,69,5,0,0,0.44,0,0.44
4387,1991,2,69,5,0.16,0.03,0.15,0.1,0.44
4388,1997,12,14,7,0.35,0.08,0,0.01,0.44
4389,2009,1,1,7,0.2,0.14,0.06,0.04,0.44
4390,2009,1,177,6,0.41,0,0,0.03,0.44
4391,2010,6,12,9,0.18,0.18,0,0.07,0.44
4392, Camera, Pants!,2005,19,0.34,0.09,0,0.01,0.44
4393,2007,7,58,12,0,0,0.44,0,0.44
4394,2001,13,29,9,0.24,0.17,0,0.03,0.44
4395,2007,4,6,8,0.41,0,0,0.03,0.44
4396,2007,4,5,8,0.4,0,0,0.03,0.44
4397,2009,17,15,12,0.19,0.07,0.12,0.06,0.44
4398,2004,14,29,3,0.34,0.08,0,0.02,0.44
4399,2002,7,15,1,0,0,0.44,0,0.44
4400,2000,13,4,1,0.24,0.17,0,0.03,0.44
4401,2004,19,100,10,0,0,0.43,0.01,0.44
4402,2010,4,29,9,0.26,0.14,0,0.04,0.44
4403,2003,19,1,2,0.34,0.09,0,0.01,0.44
4404,2003,9,29,9,0.31,0.12,0,0.01,0.44
4405,2003,7,26,6,0,0,0.44,0,0.44
4406,2010,4,178,1,0.41,0,0,0.02,0.44
4407,2012,6,6,6,0.26,0.12,0,0.06,0.44
4408,2002,19,22,7,0.34,0.09,0,0.01,0.44
4409,2003,9,35,9,0.31,0.12,0,0.01,0.44
4410,2012,5,13,9,0.28,0.11,0.01,0.03,0.44
4411,2002,19,1,11,0.34,0.09,0,0.01,0.44
4412,2004,9,29,9,0.31,0.12,0,0.01,0.44
4413,2005,7,11,10,0.36,0.01,0,0.06,0.44
4414,2009,7,4,6,0,0.06,0,0.38,0.44
4415,1996,24,9,11,0,0,0.44,0,0.44
4416,2007,1,29,2,0.4,0,0,0.03,0.44
4417,2005,7,26,9,0,0,0.44,0,0.44
4418,2010,4,15,8,0,0,0.44,0,0.44
4419,2002,7,40,1,0.21,0.17,0,0.06,0.44
4420,2011,1,6,6,0.41,0,0,0.03,0.44
4421,2007,7,29,9,0.36,0.01,0,0.06,0.44
4422,2007,17,11,10,0.19,0.09,0.08,0.07,0.44
4423,2006,4,1,5,0.16,0,0.26,0.01,0.44
4424,2002,14,5,8,0.35,0.07,0,0.02,0.44
4425,2009,1,178,1,0.41,0,0,0.03,0.44
4426,2004,9,1,11,0.26,0.1,0.07,0.01,0.43
4427,2010,6,9,4,0.19,0.18,0,0.07,0.43
4428,2011,10,179,5,0.2,0.13,0.06,0.03,0.43
4429,2009,4,3,6,0.39,0.01,0,0.03,0.43
4430,2003,7,4,9,0.21,0.17,0,0.06,0.43
4431,2001,12,8,1,0.41,0.02,0,0,0.43
4432,2004,9,8,3,0.31,0.12,0,0.01,0.43
4433,2008,7,5,9,0.17,0,0,0.26,0.43
4434,2001,13,3,7,0.24,0.16,0,0.03,0.43
4435,2001,14,8,1,0.32,0.09,0,0.02,0.43
4436,2005,9,29,8,0.31,0.12,0,0.01,0.43
4437,2013,15,8,1,0.01,0.36,0,0.06,0.43
4438, The Witch and The Wardrobe,2005,7,32,0.36,0.01,0,0.06,0.43
4439,2014,11,6,3,0.13,0.21,0.01,0.08,0.43
4440,2010,4,29,6,0.41,0,0,0.03,0.43
4441,1996,24,9,2,0,0,0.43,0,0.43
4442,2003,14,8,1,0.4,0.02,0,0.02,0.43
4443,2016,15,5,7,0.22,0.18,0,0.04,0.43
4444,2015,18,180,6,0.35,0.04,0,0.04,0.43
4445,2010,1,8,1,0.38,0.03,0,0.03,0.43
4446,2003,7,8,9,0.21,0.17,0,0.06,0.43
4447,2016,20,2,6,0.18,0.09,0.14,0.03,0.43
4448,2001,13,4,1,0.24,0.16,0,0.03,0.43
4449,2014,11,17,9,0.16,0.2,0,0.07,0.43
4450,2000,7,22,7,0.21,0.17,0,0.06,0.43
4451,1981,16,5,9,0.4,0.02,0,0,0.43
4452,2004,7,26,4,0.21,0.17,0,0.06,0.43
4453,2009,4,71,4,0.28,0.03,0.1,0.02,0.43
4454,2002,9,176,2,0.31,0.11,0,0.01,0.43
4455,2003,9,13,2,0.18,0.07,0.17,0.01,0.43
4456,1994,8,25,8,0,0,0.43,0,0.43
4457,2010,1,8,1,0.23,0.15,0.01,0.04,0.43
4458,2010,6,132,4,0.12,0.07,0.21,0.03,0.43
4459,2012,5,3,7,0.21,0.19,0,0.04,0.43
4460,2009,7,11,9,0.15,0.04,0,0.24,0.43
4461,2003,7,118,9,0.21,0.16,0,0.06,0.43
4462,2010,1,5,9,0.24,0.15,0,0.04,0.43
4463,2007,5,8,12,0.35,0.05,0,0.03,0.43
4464,1998,12,40,3,0.28,0.14,0,0.01,0.43
4465,1997,12,1,2,0.25,0.06,0.07,0.06,0.43
4466,2012,15,3,7,0.15,0.22,0,0.06,0.43
4467,2008,4,6,8,0.39,0.01,0,0.03,0.43
4468,2006,4,15,2,0.33,0.03,0.04,0.03,0.43
4469,2004,7,4,1,0.36,0.01,0,0.06,0.43
4470,2013,1,8,1,0,0.38,0,0.05,0.43
4471,2003,7,77,4,0.21,0.16,0,0.05,0.43
4472,1996,13,4,1,0.1,0.07,0.24,0.03,0.43
4473, Nine Persons, Nine Doors,2009,4,0.37,0,0.03,0.03,0.43
4474,2001,7,26,8,0.09,0.07,0.25,0.02,0.43
4475,2012,6,15,8,0.21,0.08,0.09,0.05,0.43
4476,2007,6,8,9,0.16,0.19,0,0.08,0.43
4477,2006,17,6,4,0.17,0.01,0.23,0.02,0.43
4478,2008,7,8,6,0.21,0.16,0,0.05,0.43
4479,2006,7,17,4,0.07,0.05,0.29,0.02,0.43
4480,2006,15,2,8,0.02,0.34,0,0.07,0.43
4481,2014,18,20,9,0.23,0.17,0,0.04,0.43
4482,2002,19,8,1,0.33,0.09,0,0.01,0.43
4483,2009,1,8,3,0.39,0,0,0.03,0.43
4484,2008,5,32,6,0.39,0.01,0,0.03,0.43
4485,2002,9,11,1,0.31,0.11,0,0.01,0.43
4486,2012,20,5,7,0.21,0.18,0,0.03,0.43
4487,2010,6,32,9,0.27,0.1,0,0.05,0.43
4488,2003,14,40,6,0.33,0.08,0,0.01,0.43
4489,2009,4,5,7,0.37,0.02,0,0.03,0.43
4490,2007,1,6,8,0.39,0,0,0.03,0.43
4491,2011,4,6,9,0.24,0.14,0,0.04,0.43
4492,2009,7,5,9,0.21,0.16,0,0.05,0.43
4493,1997,13,43,1,0.24,0.16,0,0.03,0.43
4494,2014,11,5,9,0.18,0.17,0,0.07,0.43
4495,2005,7,9,6,0.21,0.16,0,0.05,0.43
4496,2007,17,32,9,0.15,0.17,0,0.1,0.43
4497,2006,17,29,3,0.11,0.2,0,0.12,0.43
4498,2006,4,59,9,0.39,0,0,0.03,0.42
4499,1997,24,9,4,0,0,0.42,0,0.42
4500,2011,17,58,12,0,0,0.42,0,0.42
4501,2002,19,8,1,0.33,0.09,0,0.01,0.42
4502,2009,4,59,9,0.22,0.16,0,0.04,0.42
4503,2009,17,59,9,0.13,0.19,0,0.11,0.42
4504,2008,4,17,4,0.23,0.02,0.16,0.02,0.42
4505,2007,7,24,2,0.21,0.16,0,0.05,0.42
4506,2001,9,13,4,0.14,0.05,0.22,0.01,0.42
4507,2009,6,20,6,0.24,0.13,0,0.06,0.42
4508,2006,7,22,7,0.35,0.01,0,0.06,0.42
4509,2005,7,3,1,0.21,0.16,0,0.05,0.42
4510,2003,19,8,7,0.33,0.09,0,0.01,0.42
4511,2003,14,8,8,0.31,0.1,0,0.01,0.42
4512,2009,5,5,6,0.23,0.15,0,0.04,0.42
4513,2003,7,4,11,0.21,0.16,0,0.05,0.42
4514,1999,13,4,11,0.24,0.16,0,0.03,0.42
4515,1991,8,26,9,0,0,0.42,0,0.42
4516,1998,13,88,9,0.24,0.16,0,0.03,0.42
4517,2013,10,71,4,0.22,0.13,0.04,0.04,0.42
4518,2005,19,5,1,0.33,0.08,0,0.01,0.42
4519,2011,5,3,1,0.15,0.23,0,0.04,0.42
4520,2004,9,1,2,0,0,0.41,0.01,0.42
4521,2008,4,24,2,0.39,0,0,0.03,0.42
4522,2007,1,8,7,0.34,0.04,0.01,0.04,0.42
4523,2007,17,15,12,0.03,0.2,0.1,0.11,0.42
4524,1997,13,88,8,0.24,0.16,0,0.03,0.42
4525,2003,7,31,1,0.21,0.16,0,0.05,0.42
4526,2003,13,65,1,0.23,0.16,0,0.03,0.42
4527,2012,23,67,4,0.22,0.01,0.16,0.03,0.42
4528,2010,4,8,9,0.2,0.19,0,0.04,0.42
4529,2006,4,6,8,0.38,0.01,0,0.03,0.42
4530,2009,4,29,9,0.42,0,0,0,0.42
4531,2001,13,8,3,0.23,0.16,0,0.03,0.42
4532,1997,24,181,4,0,0,0.42,0,0.42
4533,2004,14,64,1,0.32,0.09,0,0.02,0.42
4534,2005,9,15,6,0.3,0.11,0,0.01,0.42
4535,2003,7,29,3,0.21,0.16,0,0.05,0.42
4536,2007,7,29,9,0.21,0.16,0,0.05,0.42
4537,2002,7,11,9,0.21,0.16,0,0.05,0.42
4538,2007,1,9,2,0.33,0.03,0.04,0.03,0.42
4539,2004,7,87,3,0.35,0.01,0,0.06,0.42
4540,2010,5,9,7,0.19,0.17,0.03,0.04,0.42
4541,2004,9,6,9,0.3,0.11,0,0.01,0.42
4542,2009,4,29,10,0.37,0.02,0,0.03,0.42
4543,2004,9,5,2,0.3,0.11,0,0.01,0.42
4544,1998,13,182,3,0.23,0.16,0,0.03,0.42
4545,2005,17,8,1,0.39,0,0,0.03,0.42
4546,1999,13,4,4,0,0,0.39,0.03,0.42
4547,2007,4,183,6,0.39,0,0,0.03,0.42
4548,2008,17,26,10,0,0,0.42,0,0.42
4549,2002,14,11,3,0.35,0.05,0,0.02,0.42
4550,2004,7,15,1,0,0,0.42,0,0.42
4551,2010,4,13,11,0.2,0.08,0.12,0.03,0.42
4552,2003,7,29,9,0.21,0.16,0,0.05,0.42
4553,1998,12,40,3,0.35,0.06,0,0,0.42
4554,2000,12,40,1,0.34,0.07,0,0,0.42
4555,2001,12,1,5,0.34,0.07,0,0,0.42
4556,1999,12,15,1,0,0,0.39,0.03,0.42
4557,2000,12,29,7,0.34,0.07,0,0,0.42
4558,2004,19,8,7,0.32,0.08,0,0.01,0.42
4559,2010,6,32,6,0.19,0.16,0,0.07,0.42
4560,2015,11,7,9,0.09,0.25,0.02,0.06,0.42
4561,2008,7,4,1,0.35,0.01,0,0.06,0.42
4562,2014,18,32,9,0.24,0.15,0,0.03,0.42
4563,2004,14,15,8,0.32,0.09,0,0.02,0.42
4564,2004,19,13,2,0.32,0.08,0,0.01,0.42
4565,2006,5,6,8,0.36,0.03,0,0.03,0.42
4566,1995,8,26,1,0,0,0.42,0,0.42
4567,2008,7,5,1,0.21,0.16,0,0.05,0.42
4568,2010,4,26,6,0,0,0.42,0,0.42
4569,2005,19,8,9,0.32,0.08,0,0.01,0.42
4570,2009,1,177,11,0.39,0,0,0.03,0.42
4571,2007,7,18,12,0.2,0.16,0,0.05,0.42
4572,2009,4,6,8,0.35,0.03,0,0.03,0.42
4573,2005,5,9,9,0.36,0.03,0,0.03,0.42
4574,2001,13,13,9,0.14,0.1,0.16,0.03,0.42
4575,2008,1,5,3,0.39,0,0,0.03,0.42
4576,2002,7,21,7,0.2,0.16,0,0.05,0.42
4577,2005,19,9,5,0.32,0.08,0,0.01,0.42
4578,2005,7,15,9,0.18,0.14,0.05,0.05,0.42
4579,2010,6,6,9,0.21,0.12,0.03,0.05,0.42
4580,2008,4,71,8,0.22,0.05,0.13,0.02,0.42
4581,1998,13,15,1,0.02,0.02,0.35,0.03,0.42
4582,2001,9,29,2,0.3,0.11,0,0.01,0.42
4583,2006,14,8,7,0.31,0.09,0,0.01,0.42
4584,2007,1,1,11,0.18,0.17,0.03,0.04,0.42
4585,2006,14,29,9,0.31,0.09,0,0.01,0.42
4586,2009,17,18,9,0.21,0.13,0,0.08,0.42
4587,2010,17,3,9,0.39,0,0,0.03,0.42
4588,2015,20,1,6,0.19,0.11,0.09,0.03,0.42
4589,2016,10,1,9,0.16,0.12,0.11,0.03,0.42
4590,2010,6,8,9,0.13,0.21,0,0.08,0.42
4591,2011,1,26,1,0.16,0,0.25,0.01,0.42
4592,2011,6,29,10,0.16,0.18,0,0.07,0.42
4593,2004,14,8,4,0.31,0.09,0,0.01,0.42
4594,2010,17,9,1,0,0.28,0,0.14,0.42
4595,2007,7,32,9,0.2,0.16,0,0.05,0.42
4596,2000,13,13,11,0.17,0.12,0.1,0.03,0.42
4597,1997,13,13,10,0.16,0.11,0.12,0.03,0.42
4598,2004,7,184,6,0.2,0.16,0,0.05,0.42
4599,2007,17,15,2,0.22,0.09,0.04,0.07,0.42
4600,2004,7,40,9,0.2,0.16,0,0.05,0.42
4601,1995,24,9,10,0,0,0.42,0,0.42
4602,2009,6,26,5,0.26,0.05,0.06,0.04,0.42
4603,2001,14,18,8,0.3,0.1,0,0.02,0.42
4604,2007,5,24,7,0.36,0.02,0,0.03,0.41
4605,2003,7,31,1,0.2,0.16,0,0.05,0.41
4606,2003,7,15,8,0.15,0.12,0.11,0.04,0.41
4607,2009,4,11,9,0.26,0.12,0,0.04,0.41
4608,2013,10,185,9,0,0,0.41,0,0.41
4609,2003,7,4,6,0.2,0.16,0,0.05,0.41
4610,2001,9,176,11,0.3,0.11,0,0.01,0.41
4611,2003,7,4,1,0.2,0.16,0,0.05,0.41
4612,2001,9,6,11,0.3,0.11,0,0.01,0.41
4613,2013,23,132,6,0.14,0.07,0.15,0.06,0.41
4614,1998,15,22,9,0.41,0,0,0,0.41
4615,2010,7,15,1,0.04,0.21,0.05,0.11,0.41
4616,1999,22,9,3,0,0,0.41,0,0.41
4617,1998,13,5,7,0.23,0.16,0,0.03,0.41
4618,2007,7,24,9,0.34,0.01,0,0.06,0.41
4619,2007,15,3,7,0.01,0.39,0,0.02,0.41
4620,2007,6,29,3,0.37,0.01,0,0.03,0.41
4621,2010,7,4,1,0.2,0.16,0,0.05,0.41
4622,2000,13,28,6,0.23,0.16,0,0.03,0.41
4623,2005,14,6,7,0.26,0.13,0,0.02,0.41
4624,2009,17,26,10,0,0,0.41,0,0.41
4625,2000,13,4,1,0.23,0.16,0,0.03,0.41
4626,1999,13,3,9,0.23,0.16,0,0.03,0.41
4627,2000,13,15,1,0,0,0.39,0.03,0.41
4628,2015,6,5,7,0.16,0.17,0.02,0.06,0.41
4629,1995,24,26,9,0,0,0.41,0,0.41
4630,2012,5,8,9,0.28,0.1,0,0.03,0.41
4631, PS3, & PC Versions),2009,17,0.17,0.15,0,0.09,0.41
4632,2014,5,7,7,0.18,0.19,0,0.04,0.41
4633,2009,4,29,11,0.15,0.22,0,0.05,0.41
4634,2015,5,102,8,0.21,0.16,0,0.04,0.41
4635,2002,7,29,2,0.2,0.16,0,0.05,0.41
4636,2007,4,17,6,0,0,0.41,0,0.41
4637,2008,4,15,2,0.31,0.03,0.04,0.03,0.41
4638,2010,6,148,10,0.21,0.08,0.09,0.04,0.41
4639,2006,7,5,9,0.2,0.16,0,0.05,0.41
4640,2007,17,20,9,0.27,0.08,0,0.06,0.41
4641,1996,24,9,11,0,0,0.41,0,0.41
4642,2005,7,29,11,0.34,0.01,0,0.06,0.41
4643,2009,1,6,6,0.28,0.1,0,0.04,0.41
4644,2009,1,8,8,0.36,0.03,0,0.03,0.41
4645,2012,6,8,9,0.37,0,0,0.04,0.41
4646,1996,13,186,3,0.23,0.16,0,0.03,0.41
4647,2015,23,20,9,0.09,0.23,0,0.09,0.41
4648,2009,1,69,6,0,0,0.41,0,0.41
4649,2009,17,29,9,0.24,0.1,0,0.07,0.41
4650,2008,5,5,9,0.36,0.02,0,0.03,0.41
4651,2002,7,4,11,0,0,0.41,0,0.41
4652,2011,1,29,6,0.36,0.03,0,0.03,0.41
4653,2009,17,29,3,0.29,0.07,0,0.06,0.41
4654,2011,5,29,8,0.3,0.08,0,0.03,0.41
4655,1997,13,19,12,0.23,0.16,0,0.03,0.41
4656,2009,4,18,9,0.23,0.14,0,0.04,0.41
4657,1985,2,26,5,0,0,0.41,0,0.41
4658,1999,12,1,4,0.1,0.02,0.25,0.04,0.41
4659,1999,12,104,9,0.33,0.07,0,0,0.41
4660,2008,6,8,1,0.08,0.27,0,0.06,0.41
4661,2002,7,11,9,0.2,0.16,0,0.05,0.41
4662,2014,23,20,9,0.05,0.26,0,0.09,0.41
4663,2007,7,4,4,0.2,0.16,0,0.05,0.41
4664,1997,13,4,8,0.13,0.09,0.16,0.03,0.41
4665,2009,1,75,3,0.39,0,0,0.02,0.41
4666,2008,1,79,1,0.18,0.19,0,0.04,0.41
4667,2010,5,32,6,0.24,0.13,0,0.04,0.41
4668,1999,13,94,8,0,0,0.38,0.03,0.41
4669,2012,6,5,9,0.19,0.15,0,0.07,0.41
4670,2014,15,5,7,0.14,0.23,0,0.04,0.41
4671,2011,1,29,6,0.26,0.11,0,0.04,0.41
4672,2010,6,8,6,0.16,0.18,0,0.07,0.41
4673,2009,7,5,6,0.15,0.06,0,0.2,0.41
4674,2013,20,1,9,0.2,0.1,0.08,0.03,0.41
4675,2010,1,71,9,0.21,0.12,0.04,0.03,0.41
4676,2006,5,8,7,0.35,0.02,0.01,0.03,0.41
4677,2001,7,139,8,0.11,0.08,0.19,0.03,0.41
4678,2006,7,4,6,0.2,0.16,0,0.05,0.41
4679,2002,19,40,10,0.31,0.08,0,0.01,0.41
4680,2006,1,5,4,0.37,0.01,0,0.03,0.41
4681,2010,7,3,9,0.34,0.01,0,0.06,0.41
4682,2010,17,26,6,0,0,0.41,0,0.41
4683,1996,13,90,6,0.23,0.15,0,0.03,0.41
4684,1998,13,187,1,0.15,0.1,0.12,0.03,0.41
4685,2008,7,3,1,0.34,0.01,0,0.06,0.41
4686,2001,9,15,6,0,0,0.4,0.01,0.41
4687,2008,1,20,3,0.36,0.02,0,0.03,0.41
4688,2010,5,12,9,0.21,0.16,0,0.04,0.41
4689,2008,1,8,8,0.34,0.04,0,0.03,0.41
4690,2008,6,40,10,0.22,0.12,0,0.06,0.41
4691,2011,5,6,6,0.29,0.09,0,0.03,0.41
4692,2011,15,3,7,0.18,0.17,0,0.06,0.41
4693,2010,17,9,6,0,0,0.41,0,0.41
4694,2009,7,5,4,0.23,0.02,0,0.16,0.41
4695,1995,8,1,5,0,0,0.41,0,0.41
4696, Edd n Eddy: The Mis-Edventures,2005,7,40,0.34,0.01,0,0.06,0.41
4697,1994,8,15,1,0,0,0.41,0,0.41
4698,2001,7,6,2,0.2,0.16,0,0.05,0.41
4699,2015,18,3,7,0.24,0.13,0,0.04,0.41
4700,2011,5,2,7,0.26,0.11,0,0.04,0.41
4701,2000,13,8,10,0.23,0.15,0,0.03,0.41
4702,2005,7,8,9,0.34,0.01,0,0.06,0.41
4703,2012,15,8,9,0.02,0.31,0,0.07,0.41
4704,2012,6,13,9,0.18,0.12,0.06,0.05,0.41
4705,2009,4,6,9,0.19,0.18,0,0.04,0.41
4706,2009,4,188,6,0.38,0,0,0.03,0.41
